date,region,app,compliance_score
2025-02-22,North America,Facebook,84.51849890577559
2025-03-26,North America,Facebook,83.95229809471311
2025-03-17,Africa,Facebook,98.07479400693828
2025-09-24,Asia,WhatsApp,91.70985784659045
2025-09-05,North America,WhatsApp,74.34443664149757
2025-03-20,North America,WhatsApp,83.10910509829796
2025-04-17,Europe,Facebook,78.6511663124357
2025-03-23,South America,WhatsApp,99.60605973190488
2025-07-21,Europe,Messenger,82.46187118939542
2025-08-18,Asia,WhatsApp,72.03610309089348
2025-08-15,South America,Messenger,82.33636004388413
2025-01-20,Africa,Facebook,79.64050841817806
2025-09-25,Asia,Instagram,87.98747941234743
2025-06-27,Asia,Messenger,76.7823452568709
2025-05-20,Europe,Messenger,71.07920949098146
2025-03-21,South America,Messenger,72.87641125476674
2025-07-01,Asia,Facebook,78.49442768603096
2025-03-15,South America,Messenger,80.44967894599323
2025-05-27,Africa,Facebook,95.03351620134198
2025-08-21,South America,Messenger,78.10209052043155
2025-05-22,Europe,Facebook,70.94479160428138
2025-05-30,Europe,Instagram,93.42200449608563
2025-05-12,Asia,Facebook,96.06752710266888
2025-08-27,South America,Facebook,84.76918712201584
2025-06-11,Europe,Instagram,78.54781692269412
2025-09-07,North America,Facebook,93.16419640355248
2025-05-08,Europe,Facebook,70.26695220045971
2025-03-23,Africa,Messenger,97.72084687323684
2025-08-20,North America,Facebook,95.96594934631933
2025-01-31,South America,Messenger,86.34499629864507
2025-08-22,Asia,Instagram,78.32743563729366
2025-03-25,North America,Facebook,70.98534648246994
2025-02-11,Europe,Instagram,99.99471250590587
2025-07-21,Asia,Instagram,92.86221169116052
2025-09-08,Asia,WhatsApp,80.16129627424475
2025-03-26,Asia,Facebook,70.57815914916354
2025-07-02,Asia,Facebook,89.17875185382313
2025-09-23,South America,Messenger,99.60712017255086
2025-03-12,South America,Messenger,91.21218125898002
2025-01-22,South America,WhatsApp,72.51143225709416
2025-03-17,Europe,WhatsApp,82.06835116520669
2025-09-26,South America,Facebook,73.27550388182674
2025-06-17,Asia,Facebook,97.36481648802842
2025-08-28,North America,WhatsApp,79.91243412857742
2025-02-20,North America,Facebook,92.00129588022014
2025-03-24,North America,Facebook,72.5407107402732
2025-03-31,North America,Facebook,73.85244087386319
2025-01-13,North America,WhatsApp,90.38462986152054
2025-06-06,Africa,WhatsApp,95.30439845086508
2025-07-18,North America,Instagram,76.04349868993837
2025-06-03,North America,Messenger,82.55011737991191
2025-07-17,North America,Instagram,88.5825110410938
2025-08-12,Europe,Facebook,93.88829017780817
2025-04-28,Africa,Facebook,88.84589831137843
2025-05-31,North America,Instagram,72.8627776192773
2025-09-01,South America,Instagram,86.28457985002252
2025-03-16,Europe,Instagram,96.5382004442971
2025-08-01,Africa,Facebook,96.04071163071953
2025-09-01,South America,Facebook,87.55046823252884
2025-06-27,South America,Instagram,99.87088620312517
2025-04-18,Europe,WhatsApp,73.15371167153066
2025-06-26,South America,Messenger,84.35786072174959
2025-06-23,Asia,Messenger,93.2537091805822
2025-04-03,Europe,Instagram,74.23114354342478
2025-04-10,Europe,WhatsApp,99.18249284448564
2025-06-30,Asia,Messenger,80.62139635550935
2025-06-08,Europe,WhatsApp,80.50419261935772
2025-04-06,South America,Messenger,76.39582903423619
2025-08-20,South America,Messenger,78.64052392199783
2025-09-08,South America,Facebook,87.32766700219292
2025-03-08,Asia,WhatsApp,82.88062867152864
2025-08-25,South America,Messenger,75.8013453498019
2025-01-19,Asia,WhatsApp,94.27419820949407
2025-07-26,Asia,Instagram,71.86717921372178
2025-04-13,Asia,Instagram,95.03958233500816
2025-06-08,Europe,WhatsApp,78.24816173943738
2025-07-14,Africa,Messenger,84.87709999287915
2025-02-20,Asia,Instagram,81.43193615765176
2025-08-12,South America,Instagram,87.11806340169142
2025-07-21,Asia,Messenger,93.87969985420526
2025-04-02,North America,Instagram,99.67959380424085
2025-06-04,Europe,Instagram,79.18177436961705
2025-06-25,South America,Messenger,86.61413237090602
2025-04-20,Europe,WhatsApp,83.98022646324992
2025-08-11,Europe,WhatsApp,99.96784477939363
2025-06-28,North America,Messenger,94.26740891498346
2025-08-14,Asia,Messenger,81.91251575740579
2025-03-16,South America,WhatsApp,84.30637166822939
2025-03-12,Africa,Messenger,77.3786978327978
2025-07-28,Europe,WhatsApp,92.65741959246479
2025-04-13,Africa,WhatsApp,95.35635359135327
2025-02-10,Africa,Facebook,98.94960470868762
2025-01-30,Asia,Instagram,86.97486690453391
2025-08-31,Africa,Messenger,90.12049006712319
2025-02-21,South America,Facebook,83.38176495008378
2025-02-26,Asia,WhatsApp,88.2738553101293
2025-07-09,Africa,Messenger,80.46247090720392
2025-03-20,Asia,Instagram,92.13067349561918
2025-07-15,South America,WhatsApp,70.68101097263133
2025-07-16,Europe,Facebook,70.85370549075951
2025-01-31,North America,WhatsApp,91.48362670559794
2025-01-30,Asia,Messenger,97.92048409375498
2025-04-23,North America,Instagram,88.96746803309338
2025-05-18,Europe,WhatsApp,91.79584897011091
2025-08-10,South America,Messenger,94.71802873654502
2025-06-21,Europe,Messenger,80.85022793390738
2025-06-04,North America,WhatsApp,73.24340972678225
2025-08-08,South America,Instagram,97.99276861750289
2025-01-12,Africa,Messenger,98.1571169500732
2025-03-26,Africa,Facebook,83.25521666716237
2025-08-10,Asia,Facebook,76.5150897098384
2025-02-18,Africa,Instagram,96.77063148309966
2025-06-29,North America,Instagram,91.2528009125576
2025-01-10,Africa,Facebook,70.24685051640886
2025-09-18,Asia,Instagram,73.23159104377247
2025-07-05,South America,Facebook,99.49598928315234
2025-08-17,Africa,WhatsApp,71.14384536424434
2025-06-07,Asia,Facebook,78.47665031090867
2025-01-21,Africa,Instagram,86.4548903411841
2025-01-16,Africa,WhatsApp,75.53066848616636
2025-04-25,North America,Instagram,76.96162259088877
2025-01-06,Asia,Facebook,80.58902459686007
2025-09-16,Asia,WhatsApp,78.08662804968861
2025-02-09,Europe,Messenger,94.10068683760022
2025-08-20,Europe,Facebook,85.00823420177815
2025-01-07,Asia,WhatsApp,78.35860442732832
2025-04-03,North America,Messenger,79.39288100484094
2025-01-21,Africa,Instagram,71.19594878764094
2025-01-11,South America,Facebook,71.48176228542627
2025-02-19,Africa,WhatsApp,91.53722699076653
2025-09-22,South America,Messenger,73.38732511213342
2025-02-14,North America,WhatsApp,84.27390324045345
2025-09-28,Europe,WhatsApp,95.2709692856739
2025-02-04,Asia,Facebook,81.05360517181603
2025-05-21,North America,Instagram,80.37256681032117
2025-05-24,South America,Messenger,96.19144827360915
2025-09-02,Asia,Instagram,95.94551189949019
2025-07-12,South America,Messenger,96.40410404380852
2025-02-04,Africa,WhatsApp,87.15741880395277
2025-06-27,Africa,Messenger,98.5691282071978
2025-09-27,Africa,Messenger,94.56891843452132
2025-05-31,Asia,Instagram,82.46903280857106
2025-04-09,Europe,Messenger,88.88665425820115
2025-01-29,Europe,Facebook,73.65367248274929
2025-05-30,South America,Instagram,86.53996557852554
2025-07-27,Europe,Instagram,77.89447250662806
2025-09-19,Europe,Facebook,78.50641679534107
2025-07-29,South America,Facebook,73.77154698783775
2025-03-30,South America,Instagram,80.74597670721779
2025-08-25,South America,Instagram,84.44170990897473
2025-09-05,Asia,Instagram,88.0106332356059
2025-09-15,South America,WhatsApp,79.14608008807929
2025-07-11,Asia,Messenger,93.76744702930274
2025-04-06,Asia,Facebook,85.62879884811154
2025-02-05,Asia,WhatsApp,89.14156326867192
2025-04-06,South America,WhatsApp,78.34430826935599
2025-02-06,Europe,WhatsApp,94.42407637036794
2025-08-22,Europe,Messenger,88.72823351697812
2025-04-12,South America,WhatsApp,95.87046248347471
2025-06-29,Europe,Instagram,74.79854736814883
2025-03-11,South America,Facebook,81.41989800792996
2025-04-17,Asia,Messenger,73.39048552171779
2025-09-28,Africa,Messenger,76.46581932713177
2025-02-16,North America,Instagram,81.8364251345461
2025-04-18,South America,Facebook,96.83745722978122
2025-03-10,Asia,WhatsApp,86.71122007215712
2025-01-02,Africa,Messenger,79.91134992142774
2025-08-07,Asia,Facebook,92.40697488638777
2025-02-14,North America,Messenger,70.59048118582905
2025-08-21,Europe,Facebook,81.10276633728003
2025-07-08,Europe,Facebook,88.02495089780135
2025-05-02,Asia,Facebook,87.49711911586607
2025-03-06,North America,Instagram,88.22673647327483
2025-05-29,Asia,Messenger,76.34502294443398
2025-09-06,Europe,WhatsApp,80.11237458980436
2025-03-08,Asia,Instagram,97.9469635634388
2025-02-28,Africa,WhatsApp,99.21926593860093
2025-04-25,North America,Instagram,79.36115053995684
2025-04-26,Europe,Instagram,89.33511110226263
2025-08-25,Asia,Instagram,77.23890337410718
2025-02-16,North America,Facebook,81.05586000921143
2025-04-19,Asia,Messenger,93.77004090447892
2025-04-23,Europe,Facebook,85.03536190019247
2025-02-02,North America,Facebook,95.48769879524619
2025-06-11,Europe,Facebook,88.86220736977171
2025-03-31,Africa,Instagram,88.86763555438446
2025-02-20,Africa,Instagram,71.01640084443476
2025-05-24,South America,WhatsApp,92.49011077725729
2025-04-14,North America,Messenger,99.33599583851492
2025-06-19,Africa,Facebook,84.19085680760153
2025-01-16,South America,Facebook,74.75740044877517
2025-05-13,North America,Facebook,99.30933014141618
2025-06-19,Europe,Messenger,78.70377624453599
2025-01-30,Asia,Messenger,82.27593867211512
2025-06-09,Asia,Messenger,72.32099242304595
2025-05-27,Europe,Facebook,73.32510597077255
2025-08-25,Africa,Messenger,76.4969701167822
2025-06-24,Asia,Facebook,86.45398195270603
2025-03-13,Europe,Facebook,86.73367605593225
2025-05-07,South America,Messenger,88.18731468528645
2025-07-15,South America,Instagram,87.51450871022789
2025-07-04,Europe,Facebook,84.85710949250243
2025-05-30,North America,Facebook,94.06295963806328
2025-08-02,Africa,Instagram,98.01699092121618
2025-04-04,Africa,Messenger,78.09283999837689
2025-02-27,Europe,WhatsApp,73.90581046919304
2025-08-07,Asia,Instagram,82.75261881717874
2025-08-07,Africa,Messenger,70.79267125281928
2025-01-13,Africa,Facebook,96.4995662113503
2025-05-20,South America,Instagram,77.19118780738972
2025-04-29,South America,Facebook,86.47889889244885
2025-09-28,South America,Instagram,73.45284969689428
2025-04-07,Africa,WhatsApp,86.59772017729853
2025-02-16,Africa,Facebook,71.16980358705594
2025-06-01,Africa,Messenger,93.06420086767176
2025-06-22,Asia,Instagram,98.66264387931744
2025-08-25,Asia,Instagram,79.20928194830786
2025-01-31,Asia,Instagram,77.74643831362877
2025-08-01,North America,Facebook,83.4398491476052
2025-03-19,Africa,Messenger,88.59920980751127
2025-02-10,Africa,Instagram,75.66887385975424
2025-05-26,Europe,Facebook,94.09923991788632
2025-01-12,Europe,Facebook,75.95604440051233
2025-09-05,North America,WhatsApp,70.16422659951124
2025-08-17,Europe,Messenger,85.72751750756723
2025-06-28,Asia,WhatsApp,73.45449133497735
2025-06-09,North America,Instagram,90.94716176161192
2025-08-09,North America,Facebook,75.02409987605516
2025-06-13,North America,Instagram,94.52141186560107
2025-06-17,South America,Facebook,84.11104398627994
2025-08-07,Europe,Facebook,86.98833713849987
2025-03-11,Africa,Messenger,75.59755495908135
2025-09-17,South America,Instagram,74.40064232591388
2025-03-04,Asia,Messenger,88.93877399560637
2025-09-03,South America,Facebook,77.66381846025055
2025-02-19,Asia,Instagram,81.57776704953274
2025-08-22,Africa,Facebook,84.38347461810957
2025-01-16,Africa,Instagram,76.88900816742819
2025-01-04,Europe,Instagram,93.86271431679111
2025-06-06,South America,WhatsApp,98.18273226726717
2025-08-08,Africa,WhatsApp,82.95679486180683
2025-02-20,Asia,Messenger,97.52645153466291
2025-02-11,Africa,Facebook,96.48048452027075
2025-05-15,Europe,Messenger,74.98141686160378
2025-09-16,Asia,Instagram,75.20145837468739
2025-07-10,North America,Messenger,84.32215184411152
2025-09-13,Europe,Instagram,85.7757153769586
2025-08-24,Europe,Messenger,80.23389176957174
2025-03-14,North America,Messenger,79.38762939515851
2025-03-15,Africa,Instagram,82.94101869404636
2025-05-03,Europe,Instagram,90.71437844197602
2025-03-11,North America,Messenger,72.53180899035644
2025-03-20,North America,Instagram,91.3174601053702
2025-09-05,Europe,Messenger,97.78720784896404
2025-07-06,South America,Facebook,92.90520126523089
2025-05-21,Europe,WhatsApp,75.75030569038478
2025-02-13,South America,Instagram,72.62443566331426
2025-09-04,Africa,Instagram,84.71141226968616
2025-08-14,North America,Messenger,98.69218267536961
2025-03-08,Asia,Instagram,94.57177862166462
2025-09-10,Europe,Facebook,86.88200917038978
2025-06-28,Asia,WhatsApp,74.28944270252778
2025-05-09,Africa,WhatsApp,91.41510346334786
2025-04-25,Europe,Instagram,94.38994715822695
2025-07-21,Asia,Facebook,98.0520740927753
2025-04-27,Africa,WhatsApp,88.36348702479745
2025-02-04,South America,WhatsApp,85.43397443936226
2025-04-16,Africa,Facebook,88.57546130703038
2025-09-06,Europe,WhatsApp,98.29757513975633
2025-06-01,Europe,Messenger,88.84381258519852
2025-05-21,Europe,Facebook,77.72775548181123
2025-06-11,Africa,WhatsApp,89.08454223827039
2025-05-27,Europe,Facebook,96.39233718404664
2025-09-13,Africa,Instagram,87.0100608578805
2025-04-01,North America,WhatsApp,85.08096484029122
2025-08-06,North America,WhatsApp,92.00107748507544
2025-05-19,North America,Messenger,89.82966085434437
2025-06-26,Asia,Messenger,71.70062796861066
2025-03-17,North America,WhatsApp,91.75933422692293
2025-02-26,North America,Facebook,82.22648290258253
2025-01-28,Africa,WhatsApp,98.22694840092211
2025-05-30,Africa,Messenger,99.12408965255625
2025-07-18,Europe,Messenger,83.4621645437365
2025-06-13,Europe,WhatsApp,99.06384539973769
2025-07-01,Europe,Facebook,79.32461544867989
2025-08-28,Africa,WhatsApp,90.47933264355933
2025-08-30,Africa,WhatsApp,72.25164133328254
2025-03-07,North America,Facebook,74.34968045546341
2025-06-20,South America,Facebook,95.93577707133456
2025-05-13,Africa,Facebook,96.8135211789089
2025-03-22,South America,WhatsApp,85.97833575909235
2025-06-14,Africa,Instagram,80.19320280840746
2025-03-04,Africa,Facebook,83.53071795291851
2025-02-20,Asia,WhatsApp,96.08873467433968
2025-03-13,South America,Instagram,76.32980267862754
2025-02-12,Asia,Messenger,78.8461069390479
2025-08-04,North America,Instagram,93.56328802758303
2025-07-10,Asia,Facebook,98.05808337749247
2025-06-07,Asia,Facebook,72.78782020046513
2025-03-31,North America,Facebook,94.11316904056886
2025-04-14,South America,Messenger,89.35204920795474
2025-02-20,Europe,Facebook,76.92314633392147
2025-09-11,Africa,Facebook,92.67451589994303
2025-04-17,South America,WhatsApp,91.83748194997983
2025-08-24,North America,WhatsApp,74.26089434648235
2025-04-15,Asia,Messenger,85.06753172234166
2025-09-12,Europe,Facebook,92.74873248551998
2025-01-20,Asia,WhatsApp,75.74632380423438
2025-03-13,Africa,Facebook,83.88298067173511
2025-04-27,North America,Facebook,73.62223374085934
2025-05-10,Europe,Instagram,79.2050477212268
2025-04-30,South America,Facebook,76.53834702704603
2025-08-01,South America,Instagram,85.15213380174568
2025-08-17,North America,WhatsApp,74.23646004462258
2025-07-02,North America,Facebook,81.49452266177539
2025-05-14,Asia,Instagram,78.25488714956978
2025-08-19,Europe,Instagram,92.3814674262093
2025-09-03,Africa,WhatsApp,90.99009319406031
2025-09-09,North America,Instagram,72.84791588996869
2025-08-13,Europe,Facebook,98.60451663633755
2025-06-06,North America,Facebook,92.34048754240266
2025-04-29,North America,Instagram,88.47876087243306
2025-04-04,South America,Facebook,84.33104484354054
2025-08-16,Europe,Facebook,75.33767262296317
2025-07-05,South America,Messenger,98.86047930960382
2025-07-04,South America,Instagram,70.23575130107224
2025-08-18,Europe,WhatsApp,90.77443402689633
2025-09-22,South America,WhatsApp,85.22332973614895
2025-06-07,Asia,Facebook,97.07745670073722
2025-03-18,Africa,Instagram,81.42091838064327
2025-03-23,Africa,Facebook,85.55933256903852
2025-06-30,Asia,Facebook,92.27018175740159
2025-07-15,North America,Instagram,71.42699629967566
2025-03-01,South America,WhatsApp,71.63425723075065
2025-05-31,Africa,Messenger,76.35018246513786
2025-03-02,Europe,Messenger,74.39273750587687
2025-05-15,North America,Facebook,70.19330405001679
2025-02-08,Africa,Messenger,88.68969466318632
2025-09-10,South America,WhatsApp,93.87813902368023
2025-04-16,Africa,Facebook,98.71344929006773
2025-08-21,South America,Instagram,83.22700953015755
2025-06-19,North America,Messenger,78.39161974724705
2025-08-05,Asia,Instagram,95.91707346335492
2025-01-14,South America,WhatsApp,95.33186838518176
2025-01-16,South America,Facebook,88.74529632801111
2025-08-07,North America,Instagram,78.19447115925804
2025-06-18,North America,Facebook,97.25552784717803
2025-01-14,Europe,Messenger,75.35204010075337
2025-08-31,North America,Facebook,71.30939510931057
2025-01-08,Africa,WhatsApp,93.89854854182093
2025-04-21,South America,Facebook,86.90977181303376
2025-02-09,Asia,Facebook,77.39403451355575
2025-03-09,North America,Messenger,90.12686986960638
2025-05-03,South America,WhatsApp,93.00149571438295
2025-06-15,Asia,Instagram,95.33637854026881
2025-07-22,Europe,Facebook,78.46378047905894
2025-05-08,Africa,Facebook,70.76762353755848
2025-06-01,Europe,Instagram,85.30116460080558
2025-05-26,North America,WhatsApp,95.6823579439118
2025-02-18,Africa,Instagram,76.23464011785815
2025-01-03,Europe,Facebook,82.63376419355615
2025-09-08,South America,Facebook,77.69262205254667
2025-03-18,North America,WhatsApp,70.40087954271729
2025-08-08,Europe,Messenger,96.9557228933004
2025-08-16,Africa,WhatsApp,74.05159680126975
2025-04-28,Africa,Instagram,93.0030134726052
2025-09-24,Asia,WhatsApp,80.39809695374981
2025-08-23,Africa,Instagram,78.33045726719996
2025-06-17,Africa,Messenger,98.23086659516106
2025-09-17,North America,Messenger,89.71598460221927
2025-07-12,Africa,Instagram,90.60767985764427
2025-07-03,Asia,Facebook,92.78958755361533
2025-01-10,Africa,Instagram,80.22800008067992
2025-05-21,Asia,Instagram,86.90993442087318
2025-01-22,South America,WhatsApp,78.10670032140656
2025-07-12,Asia,Messenger,95.03624546430606
2025-04-02,North America,WhatsApp,87.9792213789598
2025-04-07,Europe,Facebook,77.30220478123353
2025-05-21,Europe,Facebook,96.99275218965334
2025-09-14,South America,Facebook,87.42520001451555
2025-02-07,North America,Instagram,84.85091509772239
2025-09-04,South America,WhatsApp,71.03462759295901
2025-09-13,South America,Instagram,97.29406015481837
2025-03-26,Africa,Facebook,98.56821748094134
2025-02-06,Africa,Messenger,86.87795883513411
2025-07-04,North America,WhatsApp,83.27540060843673
2025-04-08,Europe,Instagram,80.78695198014071
2025-01-30,Asia,WhatsApp,78.04143947608107
2025-07-10,Africa,Instagram,87.23588013412619
2025-07-20,North America,Messenger,73.84285159043696
2025-07-08,North America,Messenger,97.5752082473542
2025-09-15,Europe,Facebook,75.27876214173463
2025-06-04,North America,Messenger,92.36539787030551
2025-08-16,North America,Instagram,79.20663317105955
2025-01-05,Europe,Instagram,76.78213233036035
2025-05-09,Africa,Facebook,86.7360753806434
2025-03-15,Europe,Facebook,92.95374943478515
2025-01-24,South America,Messenger,91.80210006820944
2025-07-25,Africa,Messenger,77.01269052691623
2025-05-26,South America,Instagram,79.91507050808804
2025-03-30,North America,Instagram,96.06496549001128
2025-01-22,South America,Instagram,91.69731233549224
2025-02-13,Europe,Facebook,91.38081716057687
2025-02-06,Europe,Facebook,78.06715228995672
2025-01-07,Asia,Facebook,93.76012923023306
2025-06-18,North America,WhatsApp,80.75253386297314
2025-03-11,Europe,WhatsApp,82.0417156047793
2025-08-01,Africa,Facebook,78.62683267002178
2025-03-12,Europe,Messenger,73.64170741117726
2025-07-26,Africa,WhatsApp,82.61180688987395
2025-03-13,North America,Messenger,70.50818505767106
2025-06-29,Asia,WhatsApp,83.6773071828178
2025-07-27,Asia,Instagram,91.75019314309459
2025-06-26,South America,Instagram,98.82235098293425
2025-07-14,Europe,Instagram,72.35839433698101
2025-08-27,North America,Messenger,78.43872112526485
2025-06-03,South America,WhatsApp,84.82393154835101
2025-06-03,North America,WhatsApp,75.1116384610575
2025-01-30,North America,Messenger,73.50485566228915
2025-01-27,South America,Instagram,83.56954316351651
2025-08-28,North America,Messenger,87.4219158667662
2025-08-31,South America,Instagram,94.60623179639086
2025-05-12,Europe,Facebook,99.93410265382536
2025-06-28,South America,WhatsApp,93.22812339961554
2025-04-08,Europe,Messenger,76.64021355898961
2025-08-25,Asia,Messenger,92.43934206283743
2025-05-18,South America,Instagram,86.11460872957247
2025-04-28,Asia,Messenger,83.52428727110316
2025-04-16,South America,Instagram,98.07185481721808
2025-02-05,North America,Instagram,91.06277760758985
2025-02-15,Asia,WhatsApp,90.45079220631874
2025-04-14,Africa,Instagram,70.352678941828
2025-03-11,Africa,Instagram,95.95214474139348
2025-07-26,Africa,Messenger,93.79901432230933
2025-08-09,Asia,Messenger,78.96825633791327
2025-03-30,Europe,Instagram,78.76340237519827
2025-01-03,South America,Instagram,71.604353801557
2025-08-19,North America,Instagram,71.52569271186032
2025-04-28,North America,Facebook,90.05783540385045
2025-04-24,Asia,Instagram,75.58712838723338
2025-07-21,Africa,Facebook,97.70643549515651
2025-01-30,North America,Messenger,95.27213284074858
2025-09-04,North America,WhatsApp,80.46655480096551
2025-03-22,Europe,WhatsApp,81.40205655437306
2025-09-03,North America,WhatsApp,79.81829682564342
2025-07-03,North America,WhatsApp,72.77184739575279
2025-02-02,South America,Messenger,70.94290472950654
2025-04-12,North America,WhatsApp,83.56399475019691
2025-04-21,South America,Messenger,98.29120343474483
2025-07-25,Africa,Messenger,97.51747962457407
2025-09-23,Europe,Instagram,94.29516223364094
2025-08-03,North America,Instagram,88.85784782329014
2025-04-13,Europe,WhatsApp,95.68667220074346
2025-03-19,Europe,Instagram,85.45205553194693
2025-06-24,Europe,Facebook,75.40480399061894
2025-02-21,Asia,Facebook,90.52511043367696
2025-06-24,South America,Messenger,97.61938105535486
2025-07-18,Europe,Instagram,70.5881529221724
2025-03-29,Africa,WhatsApp,77.54332156623792
2025-06-20,North America,WhatsApp,77.96314573813814
2025-02-06,Europe,Facebook,72.97118615848782
2025-05-03,Europe,Instagram,76.76482664195647
2025-07-20,North America,Facebook,81.51946233734256
2025-03-05,Africa,Instagram,98.19506274544972
2025-07-07,Europe,WhatsApp,95.8079730738039
2025-08-03,Europe,Facebook,98.38018672787851
2025-08-31,Africa,Instagram,73.61715330167017
2025-05-30,Europe,WhatsApp,70.8414538485777
2025-05-04,Africa,Instagram,73.29649493233315
2025-07-17,Europe,WhatsApp,97.42886904557881
2025-02-05,North America,Messenger,74.72465915606652
2025-02-04,Africa,Messenger,87.17910119717575
2025-04-23,North America,Instagram,76.82747109582286
2025-06-24,North America,Facebook,70.61906274750399
2025-02-02,Europe,Instagram,72.53864026427733
2025-08-01,Africa,Messenger,91.2939106889924
2025-07-22,Asia,Facebook,75.47099356040017
2025-09-11,North America,Messenger,76.87417616300438
2025-02-25,North America,Messenger,81.31769502471057
2025-01-13,North America,Facebook,89.7172468040852
2025-02-19,Europe,Facebook,84.08117178878999
2025-09-05,Europe,Messenger,98.3383064798131
2025-08-21,North America,WhatsApp,83.0254657221899
2025-01-28,Europe,Facebook,75.97392760592415
2025-04-14,Europe,Messenger,86.08428518227024
2025-04-06,Europe,Facebook,83.52668845284602
2025-07-12,South America,Facebook,93.6141501560509
2025-05-05,Africa,Messenger,98.05363691618447
2025-03-22,Europe,WhatsApp,95.08885684109522
2025-01-07,South America,Instagram,81.67119174777827
2025-03-24,South America,Messenger,76.48348366874079
2025-01-24,Europe,WhatsApp,97.43466811041782
2025-04-24,South America,Messenger,81.57818954311504
2025-01-15,Asia,WhatsApp,93.1061987034613
2025-04-23,South America,Instagram,99.68582023638672
2025-09-07,Africa,Instagram,87.32328044545828
2025-05-25,South America,Facebook,84.39641405106657
2025-01-19,Europe,Facebook,90.99612347443646
2025-01-09,North America,Instagram,75.81792942371922
2025-07-04,Asia,Messenger,84.6471921639595
2025-02-07,South America,Instagram,79.36992271330978
2025-07-30,Asia,WhatsApp,74.9268361202704
2025-05-14,Africa,WhatsApp,88.30409647092858
2025-04-12,South America,WhatsApp,87.2711825637444
2025-05-29,South America,Instagram,92.8361079922762
2025-04-03,Asia,Facebook,96.18910372724083
2025-05-20,South America,WhatsApp,76.61127958062667
2025-09-19,South America,WhatsApp,93.391079561614
2025-03-22,North America,Instagram,81.02155482258787
2025-02-01,Asia,WhatsApp,88.86416805380274
2025-07-07,Europe,Instagram,95.50720082787433
2025-05-16,Europe,Facebook,77.68555345857456
2025-06-15,Africa,WhatsApp,88.0288385189751
2025-05-27,North America,WhatsApp,84.40956631600542
2025-09-02,Asia,WhatsApp,93.71731880352158
2025-07-02,Asia,Instagram,90.91723896823316
2025-01-09,North America,Instagram,93.08895507709725
2025-06-05,North America,Messenger,78.63829388809624
2025-06-25,Africa,Facebook,91.13068882267288
2025-04-24,Europe,Messenger,88.17417622778856
2025-08-31,Asia,Messenger,83.70041368137271
2025-06-16,North America,Messenger,81.35031071104451
2025-08-11,Asia,Instagram,79.94800092386292
2025-07-10,Europe,WhatsApp,70.2902308390849
2025-03-05,Asia,WhatsApp,75.08675653920363
2025-06-22,Asia,Instagram,71.7693463667022
2025-09-14,North America,Messenger,95.45072627889007
2025-07-22,North America,Facebook,95.80266611245247
2025-03-18,North America,Instagram,95.38580010067803
2025-04-13,Europe,Messenger,94.53759293061347
2025-08-14,South America,Instagram,76.63991360583931
2025-08-14,Europe,WhatsApp,84.75358523532022
2025-08-15,North America,WhatsApp,97.23531315905191
2025-04-06,Africa,WhatsApp,92.79345382141193
2025-03-17,Asia,Messenger,70.05460857863083
2025-02-02,Asia,Instagram,83.7827972921138
2025-03-23,Asia,Messenger,70.32010597778964
2025-03-10,Asia,Instagram,78.41983140942024
2025-08-07,Africa,Facebook,83.07287323680654
2025-04-30,North America,WhatsApp,96.78697877950837
2025-02-17,South America,Facebook,89.63152852441979
2025-03-09,Asia,WhatsApp,80.87453696469723
2025-03-26,South America,Facebook,84.71964707358762
2025-09-13,Europe,Messenger,94.52168465790922
2025-07-24,Europe,WhatsApp,78.9896679734114
2025-08-21,Asia,Messenger,88.45104326405999
2025-03-06,North America,Messenger,77.86740651663551
2025-03-20,Africa,Instagram,84.39890311670987
2025-01-14,Asia,WhatsApp,70.7397551068619
2025-06-18,Europe,Facebook,95.56825958475076
2025-06-08,Europe,Facebook,71.4504649453654
2025-04-26,South America,WhatsApp,76.73081499515295
2025-07-11,Africa,Instagram,80.00535636876431
2025-07-02,Asia,WhatsApp,88.75483350301545
2025-08-19,North America,Messenger,91.60100396725167
2025-06-17,South America,Instagram,72.4135312685633
2025-01-15,Africa,Messenger,71.3039645765437
2025-07-12,South America,WhatsApp,93.96969659888046
2025-08-21,North America,Instagram,91.36499601712379
2025-09-20,Europe,WhatsApp,94.9465106276397
2025-02-23,Asia,WhatsApp,90.29614795550549
2025-06-29,Asia,Instagram,92.53036811069958
2025-01-04,North America,Instagram,81.37115149141434
2025-09-14,Asia,WhatsApp,87.7055296118491
2025-08-28,Asia,Facebook,94.16177028610429
2025-06-12,South America,Instagram,75.1635260321955
2025-05-18,North America,Facebook,82.68468882478575
2025-08-17,South America,Facebook,92.21469305439584
2025-04-12,Asia,Facebook,85.97909715295556
2025-07-12,Africa,Facebook,90.44972358778514
2025-01-30,Africa,Messenger,78.78607587627442
2025-09-04,South America,WhatsApp,70.97027353953054
2025-08-09,Europe,Instagram,70.87437339263128
2025-06-21,Europe,WhatsApp,98.28343529591044
2025-06-09,North America,WhatsApp,98.33620131985124
2025-06-21,Africa,WhatsApp,76.33847019863859
2025-03-04,Africa,WhatsApp,74.42396973912832
2025-03-02,South America,WhatsApp,70.54419501679062
2025-03-06,Asia,Instagram,76.93770568945776
2025-06-18,North America,WhatsApp,80.03054323463721
