date,region,app,resolution_time
2025-04-03,North America,Messenger,2.8445714777830258
2025-05-18,North America,Facebook,4.054535577217431
2025-07-08,Asia,Messenger,4.305284208132597
2025-02-28,Asia,Facebook,2.527059124165789
2025-07-06,Europe,WhatsApp,4.8945160011906115
2025-08-23,Europe,Instagram,1.1453634401603825
2025-03-10,Asia,WhatsApp,3.5174764472252837
2025-04-08,North America,WhatsApp,1.700822472450648
2025-01-08,South America,Instagram,3.5166504638891047
2025-05-14,Asia,WhatsApp,5.434368311440359
2025-02-25,North America,WhatsApp,2.887164669581136
2025-04-24,Asia,Messenger,0.9646151723206531
2025-03-29,Africa,Facebook,3.6487439158300026
2025-05-18,Asia,WhatsApp,2.754322124067436
2025-04-18,Africa,Instagram,4.002434297321896
2025-01-23,North America,Messenger,3.646658783568923
2025-05-24,Africa,Facebook,4.2632577839190935
2025-05-24,Asia,WhatsApp,5.759030871751766
2025-02-25,Africa,WhatsApp,3.434414721410744
2025-04-18,South America,Instagram,4.129789137013515
2025-01-06,Africa,WhatsApp,3.5153788626023132
2025-01-30,Africa,Instagram,5.515077750817252
2025-05-07,Europe,WhatsApp,4.235344664442987
2025-05-01,South America,WhatsApp,4.779286985001951
2025-04-09,North America,Instagram,5.140034582313943
2025-06-15,Africa,Facebook,1.083453486454439
2025-08-29,South America,Messenger,5.180373648243933
2025-02-19,North America,Instagram,4.570733841858722
2025-09-25,South America,Facebook,2.9882973409623848
2025-03-14,Europe,Facebook,5.932596035148375
2025-02-21,North America,Instagram,5.48060323767861
2025-09-22,North America,Messenger,3.7151340129718307
2025-08-15,Africa,Instagram,0.8952276649718351
2025-07-12,Asia,WhatsApp,3.9139296858759627
2025-08-27,North America,WhatsApp,2.50205527600419
2025-01-10,North America,Facebook,0.707104623954999
2025-08-16,Europe,WhatsApp,4.872397217808537
2025-02-21,Europe,Messenger,6.290446271371184
2025-08-28,Europe,Instagram,3.8590032229554296
2025-04-09,Africa,Messenger,4.388840321560595
2025-03-22,North America,Facebook,6.014137352920467
2025-01-13,Europe,WhatsApp,4.266796396032232
2025-05-08,Europe,WhatsApp,3.086323074463619
2025-01-11,South America,Instagram,0.6568203720351646
2025-03-22,South America,Messenger,5.222527331005837
2025-09-18,Europe,Messenger,4.626860901813409
2025-01-06,Africa,Instagram,5.391266019364069
2025-08-10,Asia,WhatsApp,0.5
2025-03-22,South America,Facebook,7.1149941777311385
2025-01-03,South America,Facebook,2.8140531634183823
2025-03-01,North America,Instagram,5.638857832966769
2025-08-09,North America,Instagram,1.1503481599645435
2025-02-18,Europe,Instagram,2.837834254048885
2025-08-16,North America,Messenger,3.1838189145050304
2025-07-12,North America,WhatsApp,2.4672377269511556
2025-09-14,Asia,WhatsApp,2.765960491700964
2025-04-13,Africa,Instagram,6.430232922900185
2025-05-26,Europe,Facebook,3.49072921044759
2025-09-14,Asia,Messenger,7.193539960370943
2025-07-08,Europe,Instagram,5.583322094911022
2025-06-27,Africa,Messenger,0.9930240039471121
2025-01-16,Europe,Instagram,3.4866502486679805
2025-03-27,North America,Messenger,3.4207051061808658
2025-09-05,Africa,Facebook,2.5800242782618388
2025-08-05,Asia,Facebook,5.829692492187796
2025-02-11,Asia,Facebook,5.292950636661002
2025-07-13,South America,Facebook,7.235622703308026
2025-06-12,Asia,WhatsApp,3.312284341217917
2025-05-10,South America,WhatsApp,4.657456363621404
2025-09-20,North America,Messenger,3.4714679025254815
2025-06-26,Asia,Instagram,3.4025759875713195
2025-09-22,Africa,WhatsApp,5.216767966987389
2025-01-27,South America,Instagram,7.3018457021033685
2025-03-26,Asia,Messenger,5.476987214610332
2025-07-15,North America,Instagram,5.316449488348027
2025-08-31,Africa,Facebook,3.911722840818767
2025-06-26,Africa,Facebook,5.271492230681171
2025-05-10,North America,WhatsApp,5.766838821227235
2025-05-25,Asia,Messenger,2.7118850694106795
2025-03-24,Europe,WhatsApp,4.062344242324069
2025-03-29,Asia,WhatsApp,3.5137684941158884
2025-01-20,South America,WhatsApp,3.051253680812289
2025-08-18,South America,Messenger,5.474794556881752
2025-05-06,Asia,Facebook,3.646823988880785
2025-02-20,South America,Facebook,4.71117729621594
2025-03-29,Europe,WhatsApp,4.723712614862897
2025-06-19,Europe,Instagram,3.595482183672174
2025-03-04,Africa,Facebook,1.8169071929561813
2025-03-30,South America,Facebook,3.474010919684089
2025-07-08,Asia,Messenger,4.7924115864933885
2025-07-09,Africa,Facebook,4.453670656221096
2025-03-30,Europe,Facebook,1.0735879818559457
2025-01-26,Africa,WhatsApp,5.2170347377390165
2025-06-25,North America,WhatsApp,3.1697393831968235
2025-09-21,South America,Messenger,4.85902008910104
2025-02-11,Asia,Messenger,5.222365809049236
2025-04-29,Europe,Instagram,4.70542855520966
2025-06-18,Africa,Facebook,6.823267825909819
2025-04-18,Asia,WhatsApp,5.499063212123453
2025-05-27,South America,WhatsApp,3.3197915255230517
2025-06-25,Asia,Facebook,3.472769794937271
2025-07-08,South America,Messenger,3.8870848723357723
2025-06-09,South America,WhatsApp,3.47276800530931
2025-03-15,South America,Messenger,4.554288016686231
2025-01-18,Africa,WhatsApp,2.2992279510432674
2025-05-20,South America,WhatsApp,6.073335174036751
2025-04-25,Asia,Instagram,4.06220820431235
2025-08-13,North America,WhatsApp,6.029737457356509
2025-02-15,Asia,Facebook,2.2246264548729675
2025-02-07,Africa,Facebook,2.2299814969052356
2025-07-25,South America,Facebook,5.619029440106113
2025-01-09,North America,Messenger,3.0290018359909467
2025-09-10,Africa,WhatsApp,2.504746581054891
2025-04-18,Europe,Messenger,5.746105939490041
2025-04-08,Europe,Instagram,2.7818312645156995
2025-03-12,Europe,WhatsApp,3.9718572721774774
2025-02-08,North America,Facebook,3.187774129132941
2025-03-31,Asia,Instagram,5.136550552674111
2025-08-07,North America,Instagram,4.3399383868886625
2025-04-17,North America,WhatsApp,5.366912057992403
2025-04-06,North America,Facebook,2.2016424429461647
2025-02-01,Europe,Messenger,4.361611854980282
2025-05-06,Asia,WhatsApp,4.137319110993105
2025-05-27,North America,Facebook,2.8765704530387124
2025-01-24,Asia,Instagram,2.446435863773135
2025-07-28,South America,WhatsApp,3.869238150094559
2025-04-30,North America,Instagram,3.5635359894812786
2025-05-20,North America,Facebook,5.76984260721834
2025-03-23,North America,Messenger,5.238672968948004
2025-07-27,South America,Messenger,2.9707139378646694
2025-02-02,South America,Instagram,3.6145728822242686
2025-01-24,Europe,Instagram,4.820492400273457
2025-03-02,Africa,Instagram,4.985437006348308
2025-07-08,Asia,WhatsApp,5.782925783508542
2025-03-25,Africa,Facebook,3.9042450300560776
2025-08-13,North America,Instagram,4.23879605048969
2025-06-17,North America,Instagram,1.329830198617799
2025-07-05,Europe,Instagram,2.3347028140488293
2025-03-13,Africa,Messenger,5.36669176927449
2025-03-15,North America,Instagram,2.362217686317754
2025-06-02,Africa,Facebook,1.4865916132648902
2025-04-06,Europe,Messenger,5.153110186546782
2025-02-22,Africa,Facebook,3.4079496755094025
2025-06-23,Asia,Messenger,2.807668748248121
2025-04-20,Europe,Messenger,1.7815138912794932
2025-02-20,Africa,WhatsApp,1.792255662242301
2025-09-10,North America,Messenger,3.3301161127863974
2025-03-14,South America,Messenger,3.7881136557785497
2025-07-31,South America,Facebook,5.8657055552547614
2025-07-31,Europe,Facebook,3.800410427520347
2025-09-08,South America,Instagram,3.5188027471636083
2025-06-17,Asia,WhatsApp,3.5659374918071713
2025-09-20,Europe,Messenger,0.6210742513599987
2025-08-18,North America,WhatsApp,3.264950476740477
2025-08-27,North America,Instagram,4.951925113800963
2025-05-23,Europe,WhatsApp,4.130480726859515
2025-03-11,South America,Messenger,5.163658332293612
2025-06-23,South America,Facebook,5.622930911150243
2025-04-19,North America,WhatsApp,1.5322388486889693
2025-07-22,Asia,Messenger,3.0244197551592644
2025-07-04,South America,Instagram,5.5060972472486975
2025-04-02,Asia,Messenger,4.157329545795756
2025-09-16,South America,WhatsApp,3.7757673969787025
2025-07-25,Europe,Messenger,5.550479477607716
2025-02-21,Africa,Messenger,2.8124450264868104
2025-06-30,North America,WhatsApp,2.902708203181566
2025-01-03,Europe,WhatsApp,2.804251739921151
2025-03-25,South America,Instagram,2.00572483113124
2025-08-02,North America,Messenger,3.6675026405615556
2025-02-03,Africa,Facebook,4.270579100693175
2025-02-19,Africa,WhatsApp,2.43393851725261
2025-09-16,South America,Messenger,3.8392468415006635
2025-09-15,North America,Facebook,3.1031392844403145
2025-07-01,South America,Facebook,3.8848348618650648
2025-02-02,Africa,Messenger,6.166666075280706
2025-09-22,Europe,Messenger,4.129122503629005
2025-02-09,Europe,Messenger,4.158985296432716
2025-07-29,Asia,Facebook,7.056881865502371
2025-05-16,Africa,Messenger,3.2389411751845176
2025-03-28,Africa,WhatsApp,4.919153806958306
2025-03-01,South America,Facebook,3.203182054907589
2025-06-13,Asia,WhatsApp,5.178628676389657
2025-01-03,Asia,WhatsApp,2.6428230620790076
2025-01-15,North America,Messenger,3.497724607313386
2025-04-12,South America,WhatsApp,3.158285250671712
2025-09-12,Europe,Messenger,2.4346498903250673
2025-08-13,North America,Facebook,0.8105041873611714
2025-07-29,Asia,WhatsApp,4.6111711645423945
2025-01-23,Europe,Messenger,3.044734654098832
2025-08-23,Africa,Instagram,3.5925574252314716
2025-05-11,South America,Messenger,3.8057391678405628
2025-06-07,Asia,Instagram,1.8011977830901906
2025-06-22,Africa,Messenger,3.4104783502921188
2025-01-17,Asia,Instagram,1.319987071989431
2025-07-04,Europe,WhatsApp,3.310604472386497
2025-07-03,North America,Instagram,6.24729732754311
2025-05-23,Europe,WhatsApp,3.193131286754909
2025-02-13,South America,WhatsApp,2.2786790726680435
2025-01-12,South America,Messenger,3.2647558827650687
2025-01-08,Asia,WhatsApp,6.352587559005041
2025-03-21,Europe,Facebook,3.3262256687878295
2025-06-11,North America,Instagram,1.675178723343648
2025-08-04,South America,Messenger,1.2615238072059753
2025-09-05,North America,WhatsApp,3.3922055253242527
2025-01-29,Africa,Instagram,5.219800325330751
2025-05-13,Asia,Instagram,4.6615342252322876
2025-01-05,North America,Facebook,5.646723224622537
2025-09-01,Asia,Instagram,4.941803668978628
2025-01-30,Africa,Messenger,4.016834145509938
2025-04-27,North America,Messenger,0.5
2025-06-27,North America,WhatsApp,6.077273172022911
2025-09-18,Africa,WhatsApp,1.8148259443763397
2025-08-23,Europe,Messenger,7.46590927671347
2025-05-21,North America,Instagram,2.849754834257543
2025-02-19,North America,Instagram,2.911877793236724
2025-09-27,South America,Facebook,3.2007704454378016
2025-04-18,Europe,WhatsApp,4.020561428912364
2025-02-15,North America,Instagram,1.943822125010672
2025-03-23,Africa,Instagram,2.6727658879880396
2025-05-06,Asia,WhatsApp,5.401742191082011
2025-03-25,Africa,Messenger,6.011554613101502
2025-03-12,Europe,Instagram,2.342164660984367
2025-06-24,South America,Facebook,4.500310458870495
2025-04-01,South America,Instagram,3.2148687066352757
2025-09-06,South America,Instagram,4.753166703900291
2025-05-12,Africa,Facebook,2.6538335694421336
2025-06-18,Asia,Messenger,5.096686242397035
2025-03-01,Asia,Facebook,3.800093527823525
2025-08-29,North America,Facebook,3.261556899277479
2025-07-09,Asia,WhatsApp,3.944054581594623
2025-08-20,Asia,Instagram,6.166607010676077
2025-01-15,North America,Messenger,3.8582647051365853
2025-02-10,Africa,Instagram,4.427473138449621
2025-07-27,Africa,Messenger,4.134832836239131
2025-03-01,Europe,Facebook,4.141316193250126
2025-08-28,Africa,WhatsApp,5.827002765536543
2025-04-06,South America,Facebook,5.248501701112528
2025-06-09,South America,Instagram,1.9598451428177315
2025-07-28,Europe,WhatsApp,4.8229793338728255
2025-05-13,Asia,WhatsApp,6.418293205611276
2025-04-07,Europe,Instagram,3.650846960484845
2025-08-07,North America,Messenger,5.282050652329403
2025-03-12,Europe,WhatsApp,0.5
2025-05-14,Europe,Messenger,2.550797186832242
2025-03-07,South America,Messenger,7.592383948677195
2025-05-07,North America,Messenger,5.144890238697471
2025-07-24,North America,WhatsApp,4.327363967290989
2025-04-27,Europe,Facebook,6.760943245640732
2025-09-24,North America,WhatsApp,2.333895623477499
2025-05-29,North America,Facebook,5.903813627543987
2025-07-13,Africa,WhatsApp,2.713750501507562
2025-06-17,North America,Facebook,4.141968109645609
2025-06-28,Asia,Facebook,1.5627235596631142
2025-05-28,North America,WhatsApp,3.424577545894658
2025-02-26,South America,Messenger,5.985481153266365
2025-01-05,Africa,Messenger,3.2341120623136295
2025-01-14,South America,Facebook,4.739613999508459
2025-08-04,South America,Instagram,3.269876702667828
2025-06-24,Asia,Instagram,4.645991194901271
2025-01-03,Africa,WhatsApp,5.1171917699055545
2025-05-17,Europe,WhatsApp,2.982871679531452
2025-04-10,North America,WhatsApp,2.701911607406869
2025-03-24,Asia,Instagram,3.3966577194853507
2025-05-12,Asia,Messenger,3.3639465170312794
2025-01-01,Europe,WhatsApp,0.9639731758590462
2025-04-26,Asia,WhatsApp,4.502399670584041
2025-07-21,Europe,Messenger,4.572452557623317
2025-05-20,Europe,Facebook,1.3049850578215443
2025-05-26,Europe,WhatsApp,5.258440383287319
2025-09-23,Asia,Instagram,3.4003408292098807
2025-07-21,Europe,Instagram,4.49242123968231
2025-06-01,Asia,WhatsApp,3.627700676907438
2025-08-10,Africa,Instagram,4.489078559729442
2025-03-20,Europe,Messenger,4.175753317970816
2025-07-19,Asia,Facebook,5.316799830315545
2025-09-07,Asia,Facebook,4.002856599461688
2025-04-09,Asia,WhatsApp,5.130987595106661
2025-08-01,North America,WhatsApp,6.137177993482945
2025-05-23,North America,Facebook,3.8769795374835745
2025-07-09,Europe,Facebook,3.604881950613128
2025-02-21,Africa,WhatsApp,4.84392644904025
2025-04-22,Europe,Instagram,0.9089530278031845
2025-05-15,South America,WhatsApp,2.6888447977700896
2025-04-22,South America,Messenger,2.636318829180321
2025-01-13,Africa,WhatsApp,4.828240622321283
2025-08-21,Africa,WhatsApp,4.225166739622028
2025-02-13,Africa,WhatsApp,5.902172806654457
2025-03-14,North America,WhatsApp,5.812217393989291
2025-09-18,North America,WhatsApp,1.0583425959663062
2025-08-19,South America,WhatsApp,1.4701476903058253
2025-02-02,Africa,Instagram,4.057973269639496
2025-03-09,Asia,WhatsApp,1.6795909353896477
2025-01-16,South America,Facebook,1.0416389711560288
2025-05-30,Africa,WhatsApp,2.8930760698867135
2025-04-12,Asia,Instagram,0.872451127683977
2025-07-05,Africa,Messenger,2.458511953533017
2025-01-25,Europe,Facebook,5.067099474278125
2025-03-13,Asia,WhatsApp,3.270975886905348
2025-03-22,Europe,WhatsApp,6.246593249986586
2025-03-02,North America,Facebook,3.1477626490920034
2025-01-18,South America,WhatsApp,4.829666715233137
2025-08-30,Africa,Instagram,3.2058350673711775
2025-02-27,South America,WhatsApp,3.675887066821093
2025-02-26,Africa,Messenger,3.4115968565360744
2025-04-07,Europe,Instagram,4.834246654826229
2025-08-03,Asia,WhatsApp,5.086699867548879
2025-01-12,Asia,Messenger,7.092232762445732
2025-01-11,Africa,Facebook,4.0223114458729174
2025-06-12,Europe,Instagram,4.821767722963934
2025-08-05,Africa,WhatsApp,2.4598263061025083
2025-08-29,Africa,WhatsApp,5.031517539214422
2025-02-14,Africa,Facebook,4.03785034678263
2025-03-22,Asia,Facebook,0.5
2025-09-12,Africa,Instagram,2.696824078479126
2025-03-08,Asia,Instagram,0.8894774264801857
2025-04-12,North America,Instagram,2.892419431352703
2025-04-01,Europe,WhatsApp,4.4598734750865905
2025-02-11,North America,WhatsApp,3.551873748727246
2025-03-18,Africa,Instagram,4.9241066786896495
2025-08-22,Asia,WhatsApp,0.5
2025-07-21,Europe,Facebook,5.437465624788509
2025-08-09,South America,Messenger,4.368373435728673
2025-09-19,Europe,WhatsApp,2.1025101132489565
2025-02-08,Europe,Instagram,3.962595824658558
2025-01-11,Africa,WhatsApp,7.286538909686728
2025-04-22,North America,Facebook,6.197844504917507
2025-04-18,North America,Instagram,6.5163486778649276
2025-04-04,South America,Messenger,3.6806513815781754
2025-03-25,Africa,Instagram,5.7046996428841785
2025-02-27,Europe,Instagram,5.965339096742163
2025-01-16,North America,Instagram,2.434167339924967
2025-04-03,North America,WhatsApp,5.935990785978427
2025-06-14,Asia,Messenger,5.596240980559456
2025-08-03,Europe,Facebook,2.990734145327103
2025-05-24,Africa,WhatsApp,4.1402024378595925
2025-05-18,North America,Messenger,6.037292234330743
2025-07-23,Africa,Messenger,3.9130507075978453
2025-07-29,Europe,WhatsApp,5.325109275964859
2025-01-19,Europe,Instagram,3.292842700352279
2025-06-11,North America,Messenger,2.357567510087451
2025-05-10,South America,Facebook,2.2013812193043867
2025-02-13,Africa,WhatsApp,3.5781075634949238
2025-03-24,Africa,Messenger,4.6574644233878955
2025-05-04,Asia,Facebook,1.3641550256674329
2025-01-27,Europe,Facebook,6.889367250435743
2025-01-07,Europe,Facebook,5.601664888806246
2025-07-18,North America,Facebook,4.770702913175644
2025-04-22,North America,WhatsApp,5.223676629237857
2025-03-30,North America,Facebook,3.028474235708744
2025-05-08,Asia,WhatsApp,1.786215022459226
2025-08-18,South America,Facebook,4.614765576825287
2025-01-18,North America,Facebook,5.566226985922473
2025-06-10,North America,WhatsApp,3.259302954591573
2025-06-15,North America,Instagram,2.5837356853815097
2025-09-17,Asia,Messenger,3.18700244186651
2025-07-09,Africa,Messenger,4.721719913652424
2025-09-23,South America,WhatsApp,4.902916641709994
2025-08-05,Africa,Facebook,6.715017594324368
2025-07-26,Europe,WhatsApp,4.669515118703145
2025-06-02,Europe,Facebook,2.750411772527799
2025-06-30,North America,WhatsApp,3.5539249002274222
2025-07-31,Africa,Messenger,2.4291820186613435
2025-07-22,Asia,WhatsApp,5.660286475426542
2025-07-24,South America,Messenger,2.3272172658753973
2025-06-02,Africa,Messenger,3.15171862707959
2025-06-19,Africa,Messenger,4.722142604944745
2025-08-29,South America,WhatsApp,6.392943110617769
2025-09-02,Africa,Instagram,8.284285281244042
2025-03-21,Africa,WhatsApp,1.9894411885673633
2025-04-02,South America,WhatsApp,4.956399446231489
2025-05-29,Asia,Instagram,3.9654872724608614
2025-01-30,South America,Instagram,3.626055080458672
2025-05-03,North America,Messenger,3.575683197085025
2025-01-29,North America,Facebook,2.147995757828344
2025-09-16,North America,Facebook,6.500198447093864
2025-07-05,North America,Messenger,0.8785922430652988
2025-03-16,Europe,WhatsApp,3.778584783435815
2025-02-14,Asia,Facebook,6.246061296902559
2025-03-10,Europe,WhatsApp,4.340627489762481
2025-07-29,Africa,Instagram,2.9945606158266433
2025-08-27,Africa,Instagram,3.055385246092036
2025-07-11,South America,Messenger,5.318964696240542
2025-04-13,North America,WhatsApp,3.5413494757943327
2025-08-29,South America,Messenger,3.9519372832466244
2025-09-10,Africa,Facebook,4.933304227926264
2025-08-08,North America,Facebook,5.395289224561659
2025-08-05,Asia,Facebook,3.162853424469893
2025-07-21,Africa,WhatsApp,1.9515319815787189
2025-01-29,South America,Messenger,2.495705178162656
2025-07-31,South America,Messenger,6.071489489289044
2025-06-03,Africa,Facebook,4.102715763888631
2025-08-19,Europe,Messenger,2.1262181462156975
2025-04-12,Asia,Instagram,2.599958426893332
2025-06-26,Africa,Instagram,5.746766179189029
2025-06-30,Africa,Instagram,4.130230126418943
2025-08-20,South America,Instagram,1.487884551492729
2025-01-12,North America,Messenger,2.3467817915399327
2025-07-05,North America,Instagram,5.729300671540651
2025-09-06,North America,Instagram,3.1482534693315505
2025-09-23,South America,Instagram,7.142196678573795
2025-05-15,North America,Instagram,6.873181907982618
2025-09-02,Africa,Instagram,6.23433461011443
2025-01-31,Europe,WhatsApp,4.7472996704111345
2025-09-16,Europe,WhatsApp,5.549564869412602
2025-04-14,Europe,Instagram,3.9162876948463445
2025-01-01,North America,Instagram,3.9551984000988174
2025-07-26,Europe,Messenger,2.1998599976041016
2025-05-15,North America,Instagram,3.9331085569203053
2025-09-28,Africa,Facebook,2.097165700837388
2025-03-30,Africa,WhatsApp,4.009373024083637
2025-07-14,South America,Instagram,2.1834122239781495
2025-05-02,South America,WhatsApp,2.6972021587946498
2025-04-26,Asia,Instagram,0.5
2025-07-15,Africa,Facebook,2.826002840089395
2025-02-05,North America,Instagram,2.9204234565820375
2025-03-08,Asia,WhatsApp,3.5365228156946693
2025-05-13,Africa,WhatsApp,5.785958356235567
2025-01-11,North America,WhatsApp,3.920888354219387
2025-08-06,Africa,Messenger,5.392145171314624
2025-06-05,Africa,WhatsApp,5.453040800942557
2025-08-28,North America,Instagram,6.1151106071185195
2025-03-01,Africa,Facebook,2.6410515435345747
2025-05-18,Africa,Facebook,2.227108905751762
2025-02-19,Africa,Instagram,3.8252652219161356
2025-06-16,South America,Messenger,2.4364896236001172
2025-06-14,Europe,Instagram,3.655377432597951
2025-07-08,Africa,WhatsApp,2.5757045360313136
2025-04-02,North America,Messenger,2.1712979181530527
2025-03-16,Africa,Instagram,4.533107754541221
2025-02-14,South America,Messenger,6.797673774087695
2025-02-22,South America,Facebook,3.624631445518178
2025-06-24,Africa,Instagram,4.415884186643741
2025-06-10,Asia,Instagram,4.097475866316536
2025-03-08,Europe,Facebook,3.9482774556951132
2025-09-27,North America,Messenger,6.143439298608247
2025-05-04,North America,Facebook,3.5850710134772186
2025-07-01,North America,Messenger,0.5
2025-07-01,North America,Instagram,2.6840091864214686
2025-02-05,South America,Messenger,4.160081729776377
2025-07-31,Europe,Messenger,3.8396064473414415
2025-05-14,Africa,WhatsApp,3.6556369650145086
2025-06-27,Africa,WhatsApp,3.234743897090001
2025-06-15,Asia,WhatsApp,4.128973803448739
2025-02-15,Africa,Facebook,7.082697948447932
2025-06-05,Europe,Facebook,3.510556502761089
2025-08-24,Africa,WhatsApp,7.245088355195972
2025-03-01,South America,Instagram,4.70753209751968
2025-01-05,Africa,Instagram,2.9945177263647293
2025-06-30,North America,Instagram,5.300383598513076
2025-05-25,North America,Facebook,0.5
2025-09-22,North America,Messenger,3.9770793180548525
2025-08-11,North America,Facebook,4.777786485923436
2025-08-25,South America,WhatsApp,4.796619253489611
2025-01-13,South America,Messenger,4.9555880162680825
2025-09-25,South America,Instagram,5.087106727271772
2025-09-23,Africa,Facebook,4.445882552472222
2025-01-16,North America,Facebook,5.084334630350979
2025-04-02,Asia,WhatsApp,3.1603145484219755
2025-09-05,Asia,Instagram,5.764538332243024
2025-01-19,North America,Facebook,3.3099041660173394
2025-04-13,Europe,Facebook,5.735431813572008
2025-04-05,Africa,Messenger,3.96986570977642
2025-08-01,Asia,Facebook,4.32722575805398
2025-02-06,South America,Messenger,5.323206140979932
2025-03-02,Europe,Facebook,6.259775111822157
2025-09-01,South America,Instagram,4.060841564902661
2025-01-06,Europe,WhatsApp,4.324199129047095
2025-06-14,Europe,Instagram,0.5
2025-01-13,Africa,WhatsApp,2.6960161299361314
2025-01-25,South America,Facebook,1.7334498562630154
2025-08-12,South America,Instagram,3.391961055694764
2025-05-03,Asia,Messenger,2.9981824441140716
2025-05-09,North America,WhatsApp,2.812965136975822
2025-05-02,North America,WhatsApp,2.4497713391304057
2025-02-04,Asia,Facebook,4.788043161482863
2025-03-24,Europe,WhatsApp,1.3145937185772234
2025-07-01,Asia,WhatsApp,2.3634783105326047
2025-03-17,Asia,WhatsApp,4.049729956697824
2025-04-14,South America,Facebook,5.454539736997738
2025-08-20,Asia,Instagram,2.604740029381735
2025-02-12,Europe,Facebook,5.575555698661961
2025-04-03,North America,Messenger,0.5
2025-05-24,Africa,WhatsApp,4.0031991006969205
2025-09-11,Asia,WhatsApp,4.459136185322915
2025-03-19,Asia,Instagram,2.517540216877059
2025-09-20,South America,WhatsApp,2.0351742506404538
2025-03-11,South America,Instagram,4.1900437330433755
2025-05-29,Asia,WhatsApp,3.9464525089858626
2025-08-02,Asia,WhatsApp,2.782702377294881
2025-05-27,Europe,Facebook,3.566835259085547
2025-01-25,North America,Facebook,3.0971759344875824
2025-04-19,North America,Messenger,5.876125127847424
2025-06-30,Africa,Instagram,5.019972744925791
2025-09-08,North America,Messenger,4.290675874276375
2025-07-22,Africa,Facebook,6.830798481642607
2025-06-19,South America,Instagram,5.552220735279775
2025-06-24,Africa,Facebook,5.865927103183932
2025-06-19,Africa,Instagram,6.371646460487493
2025-01-02,North America,WhatsApp,3.765993420450036
2025-05-14,Asia,Messenger,2.1732944394242333
2025-05-07,South America,Messenger,1.3242206312251144
2025-02-15,Europe,Instagram,5.1087599686726115
2025-07-13,Africa,Messenger,2.550235422636626
2025-07-28,Africa,Facebook,8.990170806465972
2025-02-27,Africa,Messenger,2.7366520985219673
2025-03-19,Asia,Instagram,2.477688516943231
2025-07-21,Europe,Messenger,5.166597773630362
2025-03-03,North America,Messenger,5.197657547289312
2025-09-25,South America,Facebook,6.69537871589508
2025-05-06,Asia,WhatsApp,3.625539325260157
2025-02-18,Europe,Facebook,5.740136944051597
2025-03-29,South America,Messenger,3.7563493560487555
2025-09-18,North America,Messenger,4.81886069248413
2025-06-28,South America,WhatsApp,3.6795917643419696
2025-03-10,Africa,WhatsApp,6.87084290287681
2025-03-01,Africa,Facebook,7.401428790031488
2025-09-06,Asia,WhatsApp,2.2152987911585083
2025-06-18,South America,Facebook,5.915532600068181
2025-09-26,Africa,Instagram,2.6046930421956143
2025-04-22,Asia,Messenger,5.743053264790392
2025-04-10,Asia,WhatsApp,6.460031067926492
2025-08-03,Asia,Instagram,2.557225512077024
2025-04-23,North America,Instagram,2.166673455389542
2025-04-07,Africa,Facebook,3.2572557703956213
2025-04-28,Africa,Facebook,5.751896791665485
2025-02-05,Europe,WhatsApp,4.713543851128335
2025-05-04,North America,Facebook,3.6276158577614885
2025-02-09,Africa,Instagram,5.081584618362626
2025-05-21,Africa,Instagram,3.562058822115729
2025-01-26,Europe,Messenger,4.197650191626255
2025-05-22,South America,Instagram,4.817512528626752
2025-02-26,South America,WhatsApp,4.716299619646643
2025-05-30,North America,Messenger,6.535723440659044
2025-07-24,Asia,Facebook,2.1965979373711737
2025-03-17,Europe,Messenger,5.420159734623532
2025-07-29,Europe,Instagram,2.5895258499251637
2025-09-15,Africa,WhatsApp,3.3926470741826464
2025-09-16,Africa,Facebook,3.7606622397648923
2025-07-03,Europe,Facebook,3.364941002781881
2025-01-11,Asia,Instagram,1.9825599617845109
2025-06-09,South America,WhatsApp,3.3238633818845806
2025-09-17,North America,Instagram,4.408477297859937
2025-03-29,South America,Instagram,3.7987479663162094
2025-07-03,North America,WhatsApp,6.208863295286484
2025-01-16,Asia,Instagram,3.8382539054348204
2025-09-01,Europe,WhatsApp,4.0223243545613965
2025-03-27,Asia,WhatsApp,4.273608638770119
2025-07-18,Europe,Instagram,3.800632692536091
2025-01-10,Africa,Instagram,4.71661381428245
2025-06-13,North America,Messenger,3.222912015734991
2025-01-24,Africa,Facebook,2.2510403049899828
2025-03-05,Europe,Facebook,3.8924733985445186
2025-08-26,North America,WhatsApp,4.577064774110635
2025-08-26,North America,Messenger,4.244609928706259
2025-01-22,Africa,WhatsApp,2.667020809394877
2025-06-29,North America,Messenger,4.240658631640269
2025-02-16,Europe,WhatsApp,5.018109565528565
2025-08-12,Europe,Facebook,4.303714050736849
2025-08-06,Africa,Messenger,2.9349893529344784
2025-08-25,Asia,Instagram,4.1149940250045205
2025-07-23,Europe,Instagram,6.553949069345324
2025-01-19,Europe,Facebook,2.443079892842333
2025-06-29,North America,Messenger,5.643820989384599
2025-06-11,North America,Instagram,0.635950438793556
2025-03-02,Europe,Instagram,3.1822342677251614
2025-03-26,Africa,Instagram,3.354441941290144
2025-02-04,Asia,Facebook,5.621499429506064
2025-01-05,North America,WhatsApp,6.6589046845435895
2025-03-17,North America,Instagram,5.668897645833744
2025-09-10,Asia,Instagram,4.767398281744951
2025-01-07,North America,WhatsApp,5.594171260147064
